5,18.176,L
6,18.368,K
7,18.624,J
8,18.837,F
9,19.114,D
10,19.669,S
11,20.245,S
12,20.501,D
13,20.75733,F
14,21.034,K
15,21.312,L
16,22.378,L
17,22.677,K
18,22.933,J
19,23.168,F
20,23.44533,D
21,24.64,S
22,24.938,D
23,25.194,F
24,25.408,K
25,25.685,L
26,27.04,L
27,27.296,K
28,27.531,J
29,27.723,F
30,28.000,D
31,28.522,S
32,29.098,S
33,29.376,D
34,29.674,F
35,29.909,K
36,30.229,L
37,31.018,L
38,31.296,K
39,31.552,J
40,31.829,F
41,32.128,D
42,32.426,S
43,32.981,D
44,33.621,F
45,35.776,L
46,36.94933,K
47,38.03733,F
48,39.12533,D
49,40.21333,S
50,41.28,D
51,42.45333,F
52,43.008,J
53,43.47733,K
54,43.94667,L
55,44.224,K
56,44.50134,J
57,44.82133,F
58,45.14133,D
59,45.33333,S
60,45.696,K
61,46.272,D
62,46.82667,L
63,47.12533,K
64,47.38133,J
65,47.63733,F
66,47.91467,D
67,48.74667,S
68,49.06667,D
69,49.36533,F
70,49.64267,K
71,49.92,L
72,50.24,K
73,50.70933,J
74,51.328,D
75,52.43733,L
76,53.03467,K
77,53.54667,D
78,53.888,S
79,54.272,D
80,54.63467,K
81,55.104,L
82,55.44533,F
83,55.70133,J
84,56.21333,D
85,56.74667,K
86,57.92,L
87,58.304,K
88,58.77333,D
89,59.072,S
90,59.60534,D
91,60.05333,F
92,60.608,J
93,61.16267,K
94,62.35733,L
95,62.784,K
96,63.01867,J
97,63.25333,F
98,63.46667,D
99,64.02133,S
100,64.576,S
101,64.87466,D
102,65.152,F
103,65.38667,K
104,65.70667,L
105,66.56,L
106,66.85867,K
107,67.11467,J
108,67.30666,F
109,67.56267,D
110,67.88267,S
111,68.416,D
112,68.992,F
113,73.664,L
114,74.00,K
115,74.16,J
116,74.32,F
117,74.48,D
118,74.64,S
119,74.80,L
120,74.96,K
121,75.12,J
122,75.28,F
123,75.44,D
124,75.60,S
125,75.76,L
126,75.92,K
127,76.08,J
128,76.24,F
129,76.40,D
130,76.56,S
