1,14.35545833,15.159375,J
2,15.27420833,16.3078125,K
3,19.753125,20.2125,D
4,22.509375,23.1984375,K
5,23.31327083,24.346875,L
6,27.7921875,28.2515625,D
7,30.5484375,31.35233333,K
8,31.4671875,32.27108333,L
9,36.0609375,36.75,D
10,38.01327083,38.47264583,F
11,38.5875,39.62108333,D
12,39.7359375,40.31014583,S
13,40.425,42.2625,K
14,42.4921875,43.75545833,F
15,44.90389583,45.7078125,S
16,57.99608333,60.4078125,F
17,61.096875,61.90077083,L
18,64.3125,65.690625,S
19,72.58125,74.1890625,D
20,74.30389583,75.796875,S
21,82.228125,83.3765625,K
22,83.49139583,84.525,L
23,90.496875,91.30077083,D
24,91.415625,92.334375,S
25,98.30625,99.11014583,F
26,99.33983333,100.2585833,D
27,106.0007708,106.4601458,D
28,106.575,107.3788958,S
29,108.4125,110.1351458,K
30,110.3648333,113.00625,S
