1,5.053125,F
2,6.546083333,F
3,6.775770833,D
4,8.4984375,F
5,10.10625,F
6,11.82889583,J
7,12.28827083,F
8,12.51795833,D
9,12.74764583,S
10,13.321875,J
11,13.5515625,K
12,15.27420833,J
13,16.65233333,D
14,17.34139583,L
15,20.32733333,F
16,21.590625,J
17,23.6578125,K
18,24.92108333,F
19,25.15077083,J
20,25.265625,K
21,25.38045833,J
22,26.29920833,F
23,26.64375,J
24,27.103125,L
25,27.67733333,K
26,28.36639583,F
27,28.7109375,J
28,28.82577083,K
29,28.940625,L
30,29.4,K
31,29.97420833,D
32,30.43358333,F
33,30.5484375,D
34,30.66327083,S
35,31.12264583,K
36,31.696875,F
37,32.50077083,D
38,32.96014583,J
39,33.41952083,F
40,33.534375,D
41,33.64920833,F
42,33.7640625,D
43,33.87889583,S
44,35.02733333,J
45,36.86483333,L
46,38.47264583,J
47,39.2765625,K
48,39.7359375,J
49,40.1953125,F
50,40.884375,J
51,40.99920833,K
52,41.1140625,L
53,41.803125,D
54,42.37733333,J
55,43.29608333,J
56,44.3296875,J
57,45.2484375,L
58,45.36327083,F
59,45.9375,D
60,46.51170833,F
61,47.0859375,D
62,49.03827083,D
63,49.03827083,K
64,50.7609375,D
65,50.7609375,K
66,52.36875,D
67,52.36875,K
68,53.63202083,J
69,54.32108333,D
70,54.32108333,K
71,55.8140625,D
72,55.8140625,K
73,57.07733333,J
74,58.340625,D
75,59.14452083,K
76,62.13045833,D
77,63.39375,F
78,63.853125,D
79,65.4609375,K
80,66.72420833,F
81,67.18358333,D
82,67.64295833,J
83,67.7578125,K
84,67.87264583,L
85,68.90625,D
86,69.365625,J
87,69.48045833,K
88,69.5953125,L
89,70.16952083,F
90,70.62889583,D
91,71.08827083,J
92,71.203125,K
93,71.31795833,L
94,72.23670833,K
95,73.5,K
96,73.7296875,F
97,73.84452083,D
98,73.959375,F
99,74.07420833,D
100,74.1890625,F
101,74.30389583,D
102,74.41875,F
103,74.53358333,D
104,74.6484375,J
105,75.68202083,D
106,76.60077083,F
107,76.83045833,S
108,76.9453125,J
109,77.175,L
110,77.4046875,K
111,78.43827083,S
112,78.66795833,F
113,78.82875,D
114,79.0125,S
115,79.93125,F
116,80.390625,J
117,80.85,L
118,81.19452083,K
119,81.5390625,S
120,81.9525,F
121,82.4578125,D
122,82.6875,F
123,82.9171875,D
124,84.065625,J
125,85.78827083,J
126,86.05625,L
127,86.70702083,L
128,87.39608333,L
129,87.62577083,K
130,87.85545833,F
