1,7.52225,S
2,9.35975,K
3,11.2546875,S
4,13.14960417,L
5,14.98710417,F
6,16.88202083,F
7,18.7769375,D
8,20.671875,J
9,22.62420833,S
10,24.17460417,K
11,26.29920833,J
12,28.13670833,S
13,29.97420833,F
14,31.869125,D
15,33.7640625,K
16,35.65897917,S
17,37.49647917,K
18,39.16170833,K
19,41.2863125,F
20,43.5831875,K
21,45.01875,F
22,47.775,D
23,49.66991667,J
24,52.48358333,K
25,55.3546875,K
26,56.2734375,L
27,58.16835417,J
28,59.08710417,L
29,60.00585417,J
30,62.81952083,L
31,63.7956875,L
32,67.06875,J
33,67.528125,K
34,69.365625,K
35,71.26054167,L
36,73.040625,L
37,74.99295833,F
38,76.887875,J
39,78.7828125,K
40,79.7015625,F
41,80.67772917,J
42,81.5390625,K
43,82.57264583,F
44,83.43397917,S
45,85.32889583,K
46,86.24764583,J
47,87.6831875,F
48,89.0613125,D
49,90.0375,F
50,91.875,S
51,92.79375,K
52,93.31054167,F
53,93.76991667,L
54,94.8609375,D
55,95.66483333,K
56,96.009375,S
57,96.52616667,K
58,97.50233333,J
59,99.4546875,F
60,102.6703125,S
61,104.0484375,K
