1,14.35545833,15.159375,J
2,15.27420833,16.3078125,K
3,22.509375,23.1984375,K
4,23.31327083,24.346875,L
5,30.5484375,31.35233333,K
6,31.4671875,32.27108333,L
7,38.01327083,38.47264583,F
8,38.5875,39.62108333,D
9,39.7359375,40.31014583,S
10,40.425,42.2625,K
11,42.4921875,43.75545833,S
12,44.90389583,45.82264583,L
13,46.28202083,47.775,F
14,48.34920833,49.8421875,J
15,50.53125,52.36875,D
16,54.4359375,55.69920833,K
17,56.503125,57.99608333,J
18,58.340625,59.71875,F
19,61.096875,61.90077083,L
20,64.3125,65.690625,S
21,72.23670833,74.1890625,D
22,74.30389583,75.796875,S
23,82.228125,83.3765625,K
24,83.49139583,84.525,L
25,90.496875,91.30077083,D
26,91.415625,92.334375,S
27,98.30625,99.11014583,F
28,99.33983333,100.2585833,D
29,106.0007708,106.4601458,D
30,106.575,107.3788958,S
31,108.4125,110.1351458,K
32,110.3648333,113.00625,S
