1,5.916666667,6.833333333,J
2,10.41666667,11.58333333,K
3,11.91666667,12.75,F
4,15.08333333,16.16666667,L
5,19.66666667,20.66666667,D
6,24.25,25.16666667,S
7,28.91666667,29.75,L
8,33.5,34.41666667,L
9,38.25,38.91666667,F
10,43.41666667,44.08333333,K
11,47.33333333,48.5,J
12,51.25,52.16666667,J
13,52.5,53.08333333,D
14,56.66666667,57.58333333,L
15,61.16666667,62.08333333,S
16,65.83333333,66.75,L
17,70.41666667,71.41666667,L
18,75.16666667,76,D
19,79.66666667,80.66666667,F
20,84.25,85.33333333,J
21,88.91666667,89.83333333,S
22,93.5,94.83333333,J
