1,18.1453125,S
2,18.1453125,L
3,20.38475,S
4,20.38475,L
5,22.681625,S
6,22.681625,L
7,24.92108333,F
8,25.78241667,D
9,26.64375,F
10,27.21795833,D
11,29.4,D
12,29.4,K
13,31.696875,D
14,31.696875,K
15,33.99375,D
16,33.99375,K
17,34.8550625,K
18,35.65897917,J
19,36.2331875,K
20,37.95585417,F
21,38.5300625,D
22,40.1953125,J
23,40.3675625,K
24,40.59725,L
25,40.884375,K
26,42.54960417,F
27,42.83670833,D
28,43.1238125,S
29,43.69804167,J
30,43.8703125,K
31,44.559375,D
32,44.731625,F
33,45.13358333,K
34,45.30585417,J
35,46.97108333,L
36,47.2581875,K
37,47.60272917,J
38,49.153125,F
39,49.325375,D
40,49.6125,S
41,49.95702083,D
42,51.50741667,J
43,51.8519375,K
44,52.1390625,J
45,52.71327083,D
46,53.000375,S
47,53.57460417,K
48,53.86170833,J
49,54.20625,D
50,54.4359375,F
51,56.04375,S
52,56.33085417,D
53,56.61795833,F
54,58.16835417,K
55,58.39804167,D
56,58.62772917,J
57,58.97225,F
58,60.5800625,J
59,60.8671875,K
60,61.21170833,J
61,61.84335417,D
62,62.07304167,F
63,62.7046875,K
64,62.934375,J
65,63.22147917,F
66,63.45116667,D
67,65.11639583,L
68,65.4035,J
69,65.690625,K
70,67.241,L
71,67.41327083,J
72,67.700375,S
73,67.9875,F
74,69.65272917,J
75,69.93983333,L
76,70.16952083,K
77,70.80116667,D
78,71.03085417,K
79,71.6625,J
80,71.8921875,F
81,72.23670833,S
82,72.46639583,L
83,74.30389583,F
84,74.591,S
85,74.878125,D
86,76.37108333,J
87,76.54335417,K
88,76.77304167,L
89,77.06014583,K
90,78.66795833,S
91,78.9550625,F
92,79.2421875,D
93,80.1035,F
94,80.3331875,D
95,80.7925625,J
96,80.96483333,K
97,81.36679167,F
98,81.5390625,D
99,83.26170833,J
100,83.5488125,K
101,83.7785,L
102,85.3863125,F
103,85.55858333,D
104,85.78827083,S
105,86.075375,D
106,87.740625,J
107,88.02772917,K
108,88.31483333,L
109,89.17616667,F
110,89.40585417,D
111,89.8078125,F
112,90.0375,D
113,90.38202083,F
114,90.669125,D
115,92.334375,L
116,92.62147917,K
117,92.90858333,J
118,94.51639583,S
119,94.68866667,D
120,94.91835417,S
121,95.20545833,D
122,96.81327083,J
123,97.100375,K
124,97.3875,L
125,98.019125,F
126,98.19139583,D
127,98.88045833,J
128,99.05272917,K
129,99.51210417,F
130,99.684375,D
131,101.3496042,S
132,101.6367083,F
133,101.9238125,D
134,103.4742083,J
135,103.6464792,K
136,103.9335833,J
137,104.2206875,K
138,105.8285,F
139,106.115625,D
140,106.4027292,S
141,107.0917917,L
142,107.2640625,K
143,107.8382708,S
144,108.125375,D
145,108.5273333,J
146,108.6996042,K
147,113.2933542,F
148,114.9011667,J
149,115.1882708,K
150,115.475375,L
151,116.68125,F
152,116.9109375,S
153,117.140625,D
154,117.6,J
155,117.8871042,K
156,120.815625,J
157,122.1363125,F
158,125.2945208,S
159,125.86875,K
160,126.2706875,L
161,126.8449167,J
162,130.921875,F
163,131.38125,D
164,132.9890625,J
165,133.3335833,K
166,133.678125,L
167,134.3671875,F
168,134.596875,J
169,135.05625,D
170,135.2859375,K
171,135.975,J
172,137.6976458,F
173,138.271875,D
174,139.9945208,F
175,140.4538958,D
176,142.119125,J
177,142.4636667,L
178,142.865625,K
179,143.4398333,J
180,143.6695208,L
181,144.0140625,K
182,144.5308542,F
183,144.9328125,D
