1,14.35545833,15.159375,J
2,15.27420833,16.3078125,K
3,19.753125,20.2125,D
4,22.509375,23.1984375,K
5,23.31327083,24.346875,L
6,27.7921875,28.2515625,D
7,30.5484375,31.35233333,K
8,31.4671875,32.27108333,L
9,36.0609375,36.75,D
10,38.01327083,38.47264583,F
11,38.5875,39.62108333,D
12,39.7359375,40.31014583,S
13,40.425,42.2625,K
14,42.4921875,43.75545833,S
15,44.90389583,45.7078125,K
16,46.28202083,47.775,F
17,48.34920833,49.8421875,J
18,50.53125,52.36875,D
19,54.4359375,55.23983333,K
20,56.503125,57.1921875,J
21,57.99608333,60.4078125,F
22,61.096875,61.90077083,L
23,64.3125,65.690625,S
24,72.58125,74.1890625,D
25,74.30389583,75.796875,S
26,82.228125,83.3765625,K
27,83.49139583,84.525,L
28,90.496875,91.30077083,D
29,91.415625,92.334375,S
30,98.30625,99.11014583,F
31,99.33983333,100.2585833,D
32,106.0007708,106.4601458,D
33,106.575,107.3788958,S
34,108.4125,110.1351458,K
35,110.3648333,113.00625,S
