1,16.078125,16.7671875,F
2,30.5484375,31.696875,J
3,32.15625,33.534375,S
4,33.534375,34.9125,F
5,35.1421875,36.75,L
6,36.75,37.8984375,J
7,38.24295833,39.7359375,S
8,39.7359375,40.884375,F
9,42.9515625,45.478125,K
10,46.22460417,47.37304167,D
11,85.616,86.3625,S
12,86.3625,87.33866667,F
13,89.578125,91.587875,D
14,91.587875,92.62147917,K
15,92.62147917,96.928125,J
16,98.5359375,100.8902292,D
17,116.1644375,117.4277292,F
18,117.4277292,117.77225,K
19,117.77225,119.3226458,F
20,119.3226458,120.5285,J
21,120.5285,120.8730417,D
22,120.8730417,122.4234375,J
23,122.4234375,123.571875,F
24,123.571875,123.9163958,D
25,123.9163958,125.4667917,F
26,125.4667917,126.5578125,J
27,128.625,131.38125,K
