1,16.078125,16.4671875,F
2,30.5484375,31.396875,J
3,32.15625,33.234375,S
4,33.534375,34.6125,F
5,35.1421875,36.45,L
6,36.75,37.5984375,J
7,38.24295833,39.4359375,S
8,39.7359375,40.584375,F
9,46.22460417,47.07304167,D
10,85.616,86.0625,S
11,86.3625,87.03866667,F
12,89.578125,91.287875,D
13,91.587875,92.32147917,K
14,92.62147917,96.628125,J
15,98.5359375,100.5902292,D
17,116.1644375,117.1277292,F
18,117.4277292,117.47225,K
19,117.77225,119.0226458,D
20,119.3226458,120.2285,J
21,120.5285,120.5730417,K
22,120.8730417,122.1234375,S
23,122.4234375,123.271875,F
24,123.571875,123.6163958,D
25,123.9163958,125.1667917,K
26,125.4667917,126.2578125,F
27,128.625,131.08125,K
