1,1.071875,J
2,1.4546875,K
3,1.7609375,L
4,2.14375,F
5,2.45,D
6,2.6796875,F
7,3.0625,J
8,3.215625,K
9,3.36875,L
10,3.521875,F
11,3.828125,D
12,4.0578125,F
13,4.440625,J
14,4.59375,K
15,4.746875,L
16,4.9,F
17,5.20625,D
18,5.4359375,F
19,5.81875,J
20,5.971875,K
21,6.125,L
22,6.278125,D
23,6.6609375,F
24,6.9671875,K
25,7.35,J
26,7.7328125,J
27,8.0390625,K
28,8.26875,J
29,8.575,F
30,8.728125,D
31,8.88125,S
32,9.1109375,J
33,9.49375,K
34,9.7234375,J
35,10.0296875,F
36,10.1828125,D
37,10.3359375,S
38,10.4890625,J
39,10.7953125,K
40,11.025,J
41,11.4078125,F
42,11.5609375,D
43,11.7140625,S
44,11.8671875,F
45,12.25,D
46,12.4796875,S
47,12.7859375,J
48,12.9390625,K
49,13.0921875,L
50,13.321875,K
51,13.7046875,J
52,13.934375,L
53,14.240625,D
54,14.39375,F
55,14.546875,S
56,14.7,K
57,15.0828125,J
58,15.2359375,L
59,15.61875,D
60,15.925,F
61,16.078125,S
62,16.4609375,J
63,16.6140625,K
64,16.996875,F
65,17.15,D
66,17.303125,S
67,17.45625,K
68,17.8390625,J
69,17.9921875,L
70,18.375,F
71,18.54725,D
72,18.7578125,S
73,18.9109375,K
74,19.140625,J
75,19.29375,K
76,19.446875,L
77,19.6,D
78,20.059375,F
79,20.059375,J
80,20.5953125,D
81,20.7484375,F
82,20.9015625,S
83,21.0546875,D
84,21.2078125,F
85,21.3609375,J
86,21.896875,D
87,22.05,F
88,22.203125,S
89,22.35625,D
90,22.509375,F
91,22.509375,D
92,22.6625,J
93,22.6625,K
94,22.815625,F
95,22.815625,D
96,22.96875,J
97,22.96875,K
98,23.3515625,D
99,23.428125,F
100,23.5046875,S
101,23.58125,D
102,23.6578125,F
103,23.734375,S
104,24.19375,L
105,24.2703125,K
106,24.5765625,F
107,24.80625,D
108,24.959375,S
109,25.3421875,J
110,25.4953125,K
111,25.6484375,L
112,25.878125,J
113,26.184375,F
114,26.3375,D
115,26.7203125,F
116,26.8734375,D
117,27.0265625,S
118,27.25625,K
119,27.5625,J
120,27.7921875,L
121,28.0984375,K
122,28.328125,F
123,28.48125,D
124,28.634375,J
125,28.7875,K
126,29.1703125,F
127,29.1703125,J
128,29.4765625,D
129,29.4765625,K
130,29.859375,S
131,30.2421875,K
132,30.3953125,J
133,30.5484375,L
134,30.93125,K
135,31.084375,J
136,31.2375,K
137,31.390625,L
138,31.6203125,F
139,31.7734375,D
140,31.9265625,S
141,32.309375,D
142,32.4625,F
143,32.615625,S
144,32.8453125,D
145,33.075,J
146,33.228125,K
147,33.38125,L
148,33.7640625,J
149,33.9171875,K
150,34.0703125,L
151,34.2234375,J
152,34.3765625,K
153,34.5296875,L
154,34.6828125,F
155,34.759375,D
156,34.8359375,S
157,35.065625,F
158,35.21875,J
159,35.371875,K
160,35.6015625,F
161,35.984375,D
162,36.1375,F
163,36.596875,K
164,36.75,J
165,36.903125,L
166,37.05625,F
167,37.4390625,D
168,37.5921875,F
169,37.8984375,K
170,38.0515625,J
171,38.2046875,L
172,38.5109375,D
173,38.740625,F
174,38.89375,S
175,39.2765625,D
176,39.50625,J
177,39.659375,L
178,39.8125,K
179,40.11875,J
180,40.425,L
181,40.73125,D
182,40.884375,F
183,41.0375,S
184,41.2671875,D
185,41.5734375,F
186,41.803125,S
187,42.109375,J
188,42.2625,K
189,42.415625,L
190,42.6453125,D
191,43.028125,F
192,43.18125,S
193,43.4875,J
194,43.640625,K
195,43.79375,L
196,44.0234375,F
197,44.3296875,S
198,44.4828125,D
199,44.9421875,L
200,45.0953125,J
201,45.2484375,K
202,45.63125,S
203,45.784375,D
204,45.9375,F
205,46.090625,J
206,46.24375,K
207,46.396875,L
208,46.55,K
209,46.703125,J
210,46.85625,F
211,47.1625,J
212,47.315625,K
213,47.6984375,F
214,47.8515625,D
215,48.0046875,S
216,48.1578125,J
217,48.540625,F
218,48.69375,D
219,49.0765625,K
220,49.2296875,J
221,49.3828125,L
222,49.6125,F
223,49.9953125,J
224,50.1484375,K
225,50.53125,D
226,50.684375,F
227,50.8375,S
228,50.990625,F
229,50.990625,D
230,51.3734375,J
231,51.3734375,K
232,51.6796875,F
233,51.6796875,S
234,51.9859375,J
235,51.9859375,L
236,52.36875,F
237,52.675,J
238,52.9046875,K
239,53.2109375,J
240,53.5171875,F
241,53.6703125,D
242,53.8234375,L
243,54.1296875,F
244,54.359375,S
245,54.665625,K
