0,4.266667,L
1,4.522666,K
2,4.778666,J
3,4.885334,F
4,5.397333,D
5,5.845333,S
6,6.421333,K
7,9.066667,L
8,9.322667,K
9,11.37067,S
10,13.12,D
11,13.696,F
12,18.28267,L
13,18.432,K
14,18.66667,J
15,18.92267,F
16,19.136,D
17,19.66933,S
18,20.16,L
19,20.43733,K
20,20.75733,J
21,21.01333,F
22,21.26933,D
23,22.336,S
24,22.69867,D
25,22.976,F
26,23.232,L
27,23.50933,K
28,23.97867,J
29,24.61867,S
30,24.896,D
31,25.152,F
32,25.42933,K
33,25.70667,L
34,26.79467,L
35,27.11467,K
36,27.34933,J
37,27.60533,F
38,27.86133,D
39,28.52267,S
40,29.07733,S
41,29.35467,D
42,29.67467,F
43,29.90933,K
44,30.144,L
45,31.27467,S
46,31.552,D
47,31.82933,F
48,32.04267,K
49,32.34133,L
50,32.91733,S
51,33.472,K
52,34.66667,F
53,35.22133,L
54,35.73333,K
55,36.928,D
56,36.928,J
57,37.90933,L
58,37.97333,S
59,39.06133,F
60,39.06133,K
61,40.21333,D
62,40.21333,J
63,41.25867,K
64,41.25867,S
65,42.38933,F
66,42.41067,L
67,43.47733,L
68,43.98933,K
69,44.30933,J
70,44.56533,D
71,45.184,S
72,45.73867,L
73,46.336,K
74,46.848,F
75,47.168,K
76,47.40267,L
77,47.68,D
78,47.91467,S
79,49.04533,L
80,49.32267,K
81,49.62133,J
82,49.89867,F
83,50.15467,D
84,50.21867,K
85,50.752,S
86,50.77333,L
87,51.34933,F
88,51.41333,J
89,52.45867,K
90,52.992,L
91,53.504,K
92,54.12267,J
93,54.35733,D
94,54.592,S
95,54.848,L
96,55.232,K
97,55.50933,J
98,55.808,K
99,56.256,D
100,56.72533,F
101,57.89867,L
102,58.34667,K
103,58.60266,J
104,59.008,F
105,59.56267,D
106,60.16,S
107,60.69333,K
108,61.22667,D
109,62.35733,J
110,63.488,L
111,64.08533,K
112,64.64,S
113,64.93867,D
114,65.216,F
115,65.472,L
116,65.792,K
117,66.85867,J
118,67.11467,K
119,67.37067,L
120,67.66933,K
121,67.94666,J
122,68.45866,F
123,69.07733,D
124,70.25066,S
125,70.76266,S
126,71.06133,S
127,71.06133,D
128,71.31734,F
129,73.088,L
130,73.408,K
131,73.664,J
132,73.81333,F
133,73.81333,J
134,73.96267,D
135,74.15466,S
136,74.26133,L
137,74.41067,K
138,74.58134,J
139,74.688,F
140,74.77333,D
141,74.90134,S
142,75.02934,L
143,75.136,K
144,75.30666,J
145,75.37067,F
146,75.47733,D
147,75.47733,J
148,75.62666,S
149,75.712,L
150,75.81866,K
151,76.01067,J
152,76.11733,F
153,76.20267,D
154,76.30933,S
155,76.30933,F
156,76.43733,L
157,76.56533,K
158,76.736,J
159,76.82133,F
160,76.97066,D
161,76.97066,S
